case_id;activity;time;robot
mision53;TB_enter;2023-08-21 10:17:54;0
mision53;TB_task2;2023-08-21 10:17:59;0
mision53;TA_enter;2023-08-21 10:18:02;4
mision53;TA_task1;2023-08-21 10:18:07;4
mision53;TA_task3;2023-08-21 10:18:09;1
mision53;TB_task3;2023-08-21 10:18:09;1
mision53;TC_enter;2023-08-21 10:18:30;3
mision53;TC_task1;2023-08-21 10:18:35;3
mision53;TD_enter;2023-08-21 10:18:38;5
mision53;TD_task2;2023-08-21 10:18:43;5
mision53;TC_task3;2023-08-21 10:18:45;2
mision53;TD_task3;2023-08-21 10:18:45;2
mision53;TF_enter;2023-08-21 10:18:59;0
mision53;TE_enter;2023-08-21 10:19:00;4
mision53;TF_task2;2023-08-21 10:19:04;0
mision53;TE_task1;2023-08-21 10:19:05;4
mision53;TE_task3;2023-08-21 10:19:07;1
mision53;TF_task3;2023-08-21 10:19:07;1
mision53;TH_enter;2023-08-21 10:19:19;2
mision53;TG_enter;2023-08-21 10:19:21;3
mision53;TH_task2;2023-08-21 10:19:24;2
mision53;TG_task1;2023-08-21 10:19:26;3
mision53;TG_task3;2023-08-21 10:19:28;0
mision53;TH_task3;2023-08-21 10:19:28;0
mision53;TG_task4;2023-08-21 10:19:28;3
mision53;TH_task4;2023-08-21 10:19:28;3
