case_id;activity;time;robot
mision15;TA_enter;2023-08-21 10:17:30;5
mision15;TA_task1;2023-08-21 10:17:35;5
mision15;TB_enter;2023-08-21 10:18:12;3
mision15;TB_task2;2023-08-21 10:18:17;3
mision15;TA_task3;2023-08-21 10:18:18;0
mision15;TB_task3;2023-08-21 10:18:18;0
mision15;TC_enter;2023-08-21 10:18:40;2
mision15;TD_enter;2023-08-21 10:18:42;4
mision15;TC_task1;2023-08-21 10:18:45;2
mision15;TD_task2;2023-08-21 10:18:47;4
mision15;TC_task3;2023-08-21 10:18:49;1
mision15;TD_task3;2023-08-21 10:18:49;1
mision15;TF_enter;2023-08-21 10:18:59;1
mision15;TF_task2;2023-08-21 10:19:04;1
mision15;TE_enter;2023-08-21 10:19:53;3
mision15;TE_task1;2023-08-21 10:19:58;3
mision15;TE_task3;2023-08-21 10:19:59;0
mision15;TF_task3;2023-08-21 10:19:59;0
mision15;TG_enter;2023-08-21 10:20:05;5
mision15;TG_task1;2023-08-21 10:20:10;5
mision15;TH_enter;2023-08-21 10:20:56;4
mision15;TH_task2;2023-08-21 10:21:01;4
mision15;TG_task3;2023-08-21 10:21:03;1
mision15;TH_task3;2023-08-21 10:21:03;1
mision15;TG_task4;2023-08-21 10:21:03;4
mision15;TH_task4;2023-08-21 10:21:03;4
