case_id;activity;time;robot
mision38;TB_enter;2023-08-21 10:18:02;5
mision38;TA_enter;2023-08-21 10:18:03;2
mision38;TB_task2;2023-08-21 10:18:07;5
mision38;TA_task1;2023-08-21 10:18:08;2
mision38;TA_task3;2023-08-21 10:18:10;5
mision38;TB_task3;2023-08-21 10:18:10;5
mision38;TD_enter;2023-08-21 10:18:30;4
mision38;TC_enter;2023-08-21 10:18:34;1
mision38;TD_task2;2023-08-21 10:18:35;4
mision38;TC_task1;2023-08-21 10:18:39;1
mision38;TC_task3;2023-08-21 10:18:40;4
mision38;TD_task3;2023-08-21 10:18:40;4
mision38;TE_enter;2023-08-21 10:18:57;3
mision38;TE_task1;2023-08-21 10:19:02;3
mision38;TF_enter;2023-08-21 10:19:56;5
mision38;TF_task2;2023-08-21 10:20:01;5
mision38;TE_task3;2023-08-21 10:20:03;2
mision38;TF_task3;2023-08-21 10:20:03;2
mision38;TG_enter;2023-08-21 10:20:17;0
mision38;TG_task1;2023-08-21 10:20:22;0
mision38;TH_enter;2023-08-21 10:20:23;4
mision38;TH_task2;2023-08-21 10:20:28;4
mision38;TG_task3;2023-08-21 10:20:30;1
mision38;TH_task3;2023-08-21 10:20:30;1
mision38;TG_task4;2023-08-21 10:20:30;4
mision38;TH_task4;2023-08-21 10:20:30;4
