case_id;activity;time;robot
mision47;TA_enter;2023-08-21 10:17:37;2
mision47;TB_enter;2023-08-21 10:17:42;1
mision47;TA_task1;2023-08-21 10:17:42;2
mision47;TB_task2;2023-08-21 10:17:47;1
mision47;TA_task3;2023-08-21 10:17:49;4
mision47;TB_task3;2023-08-21 10:17:49;4
mision47;TD_enter;2023-08-21 10:18:02;4
mision47;TD_task2;2023-08-21 10:18:07;4
mision47;TC_enter;2023-08-21 10:18:07;3
mision47;TC_task1;2023-08-21 10:18:12;3
mision47;TC_task3;2023-08-21 10:18:14;0
mision47;TD_task3;2023-08-21 10:18:14;0
mision47;TF_enter;2023-08-21 10:18:29;1
mision47;TE_enter;2023-08-21 10:18:30;0
mision47;TF_task2;2023-08-21 10:18:34;1
mision47;TE_task1;2023-08-21 10:18:35;0
mision47;TE_task3;2023-08-21 10:18:37;3
mision47;TF_task3;2023-08-21 10:18:37;3
mision47;TG_enter;2023-08-21 10:18:48;5
mision47;TG_task1;2023-08-21 10:18:53;5
mision47;TH_enter;2023-08-21 10:18:53;3
mision47;TH_task2;2023-08-21 10:18:58;3
mision47;TG_task3;2023-08-21 10:19:00;0
mision47;TH_task3;2023-08-21 10:19:00;0
mision47;TG_task4;2023-08-21 10:19:00;3
mision47;TH_task4;2023-08-21 10:19:00;3
