case_id;activity;time;robot
mision3;TB_enter;2023-08-21 10:16:58;4
mision3;TB_task2;2023-08-21 10:17:03;4
mision3;TA_enter;2023-08-21 10:17:06;3
mision3;TA_task1;2023-08-21 10:17:11;3
mision3;TA_task3;2023-08-21 10:17:13;0
mision3;TB_task3;2023-08-21 10:17:13;0
mision3;TC_enter;2023-08-21 10:17:18;5
mision3;TC_task1;2023-08-21 10:17:23;5
mision3;TD_enter;2023-08-21 10:18:14;2
mision3;TD_task2;2023-08-21 10:18:19;2
mision3;TC_task3;2023-08-21 10:18:21;5
mision3;TD_task3;2023-08-21 10:18:21;5
mision3;TF_enter;2023-08-21 10:18:35;4
mision3;TE_enter;2023-08-21 10:18:40;3
mision3;TF_task2;2023-08-21 10:18:40;4
mision3;TE_task1;2023-08-21 10:18:45;3
mision3;TE_task3;2023-08-21 10:18:46;0
mision3;TF_task3;2023-08-21 10:18:46;0
mision3;TG_enter;2023-08-21 10:19:02;5
mision3;TH_enter;2023-08-21 10:19:03;2
mision3;TG_task1;2023-08-21 10:19:07;5
mision3;TH_task2;2023-08-21 10:19:08;2
mision3;TG_task3;2023-08-21 10:19:10;5
mision3;TH_task3;2023-08-21 10:19:10;5
mision3;TG_task4;2023-08-21 10:19:10;2
mision3;TH_task4;2023-08-21 10:19:10;2
