case_id;activity;time;robot
mision54;TB_enter;2023-08-21 10:17:01;5
mision54;TA_enter;2023-08-21 10:17:04;2
mision54;TB_task2;2023-08-21 10:17:06;5
mision54;TA_task1;2023-08-21 10:17:08;2
mision54;TA_task3;2023-08-21 10:17:10;5
mision54;TB_task3;2023-08-21 10:17:10;5
mision54;TC_enter;2023-08-21 10:17:23;1
mision54;TC_task1;2023-08-21 10:17:28;1
mision54;TD_enter;2023-08-21 10:17:28;0
mision54;TD_task2;2023-08-21 10:17:33;0
mision54;TC_task3;2023-08-21 10:17:35;3
mision54;TD_task3;2023-08-21 10:17:35;3
mision54;TE_enter;2023-08-21 10:17:44;4
mision54;TF_enter;2023-08-21 10:17:46;3
mision54;TE_task1;2023-08-21 10:17:48;4
mision54;TF_task2;2023-08-21 10:17:51;3
mision54;TE_task3;2023-08-21 10:17:53;0
mision54;TF_task3;2023-08-21 10:17:53;0
mision54;TG_enter;2023-08-21 10:18:07;1
mision54;TG_task1;2023-08-21 10:18:12;1
mision54;TH_enter;2023-08-21 10:18:13;5
mision54;TH_task2;2023-08-21 10:18:18;5
mision54;TG_task3;2023-08-21 10:18:19;2
mision54;TH_task3;2023-08-21 10:18:19;2
mision54;TG_task4;2023-08-21 10:18:20;5
mision54;TH_task4;2023-08-21 10:18:20;5
