mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:42;3
;T_0Done;2023-09-07 22:11:47;3
;T_1Busy;2023-09-07 22:12:08;5
;T_1Done;2023-09-07 22:12:13;5
;T_2ocupied;2023-09-07 22:12:17;3
;T_2waiting;2023-09-07 22:12:17;3
;T_3ocupied;2023-09-07 22:12:24;0
;T_3waiting;2023-09-07 22:12:24;0
;T_2done;2023-09-07 22:12:29;0
;T_3done;2023-09-07 22:12:29;0
;T_4Busy;2023-09-07 22:13:15;5
;T_4Done;2023-09-07 22:13:20;5
;T_5Busy;2023-09-07 22:13:40;2
;T_5Done;2023-09-07 22:13:45;2
;T_0ocupied;2023-09-07 22:13:57;0
;T_0waiting;2023-09-07 22:13:57;0
;T_1ocupied;2023-09-07 22:13:59;5
;T_1waiting;2023-09-07 22:13:59;5
;T_0done;2023-09-07 22:14:04;0
;T_1done;2023-09-07 22:14:04;0
