mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:06;5
;T_0Done;2023-09-07 21:27:11;5
;T_1Busy;2023-09-07 21:27:14;1
;T_1Done;2023-09-07 21:27:19;1
;T_2ocupied;2023-09-07 21:27:24;3
;T_2waiting;2023-09-07 21:27:24;3
;T_3ocupied;2023-09-07 21:27:29;0
;T_3waiting;2023-09-07 21:27:29;0
;T_2done;2023-09-07 21:27:34;0
;T_3done;2023-09-07 21:27:34;0
;T_4Busy;2023-09-07 21:29:17;4
;T_4Done;2023-09-07 21:29:22;4
;T_5Busy;2023-09-07 21:29:27;5
;T_5Done;2023-09-07 21:29:32;5
;T_0ocupied;2023-09-07 21:29:43;4
;T_0waiting;2023-09-07 21:29:43;4
;T_1ocupied;2023-09-07 21:29:48;2
;T_1waiting;2023-09-07 21:29:48;2
;T_0done;2023-09-07 21:29:53;0
;T_1done;2023-09-07 21:29:53;0
