mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:08:01,0,79
,T_5_Done,2023-09-13 09:08:06,0,79
,T_2_Busy,2023-09-13 09:08:55,2,79
,T_2_Done,2023-09-13 09:09:00,2,79
,T_2_ocupied,2023-09-13 09:09:00,2,79
,T_2_waiting,2023-09-13 09:09:00,2,79
,T_1_ocupied,2023-09-13 09:09:05,4,79
,T_1_waiting,2023-09-13 09:09:05,4,79
,T_6_ocupied,2023-09-13 09:09:19,0,79
,T_6_waiting,2023-09-13 09:09:19,0,79
,T_1_busy,2023-09-13 09:09:19,4,79
,T_2_busy,2023-09-13 09:09:19,2,79
,T_6_busy,2023-09-13 09:09:19,0,79
,T_1_done,2023-09-13 09:09:24,4,79
,T_2_done,2023-09-13 09:09:24,2,79
,T_6_done,2023-09-13 09:09:24,0,79
