mision;activity;time;robot
;TB_enter;2023-09-06 15:19:15;5
;TB_task2;2023-09-06 15:19:20;5
;TA_enter;2023-09-06 15:19:25;1
;TA_task1;2023-09-06 15:19:30;1
;TA_task3;2023-09-06 15:19:32;4
;TB_task3;2023-09-06 15:19:32;4
;TC_enter;2023-09-06 15:19:44;2
;TC_task1;2023-09-06 15:19:49;2
;TD_enter;2023-09-06 15:19:52;3
;TD_task2;2023-09-06 15:19:57;3
;TC_task3;2023-09-06 15:19:59;0
;TD_task3;2023-09-06 15:19:59;0
;TF_enter;2023-09-06 15:20:15;1
;TF_task2;2023-09-06 15:20:19;1
;TE_enter;2023-09-06 15:21:43;0
;TE_task1;2023-09-06 15:21:48;0
;TE_task3;2023-09-06 15:21:49;3
;TF_task3;2023-09-06 15:21:49;3
;TG_enter;2023-09-06 15:21:54;5
;TG_task1;2023-09-06 15:21:59;5
;TH_enter;2023-09-06 15:22:05;3
;TH_task2;2023-09-06 15:22:10;3
;TG_task3;2023-09-06 15:22:11;0
;TH_task3;2023-09-06 15:22:11;0
;TG_task4;2023-09-06 15:22:11;3
;TH_task4;2023-09-06 15:22:11;3
